City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Otavi,NA,-19.65,17.3333,82.94,46,91,15.5,overcast clouds
347,Kuching,MY,1.55,110.3333,77.0,94,20,2.3,light rain
348,Tazovskiy,RU,67.4667,78.7,-14.96,88,100,19.22,overcast clouds
349,Goderich,CA,43.7501,-81.7165,12.2,67,98,14.97,overcast clouds
350,Olafsvik,IS,64.8945,-23.7142,34.38,83,0,14.72,clear sky
351,Teya,RU,60.3778,92.6267,29.88,96,92,10.04,overcast clouds
352,Faanui,PF,-16.4833,-151.75,80.78,76,5,12.28,light rain
353,Emerald,AU,-23.5333,148.1667,80.6,83,75,6.91,broken clouds
354,Zeya,RU,53.75,127.2667,-13.88,83,44,3.62,scattered clouds
355,Wanning,CN,18.8003,110.3967,69.28,89,20,5.28,few clouds
356,Mana,GF,5.6592,-53.7767,79.2,86,87,13.89,overcast clouds
357,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.8,69,90,1.48,light rain
358,Vardo,NO,70.3705,31.1107,24.8,80,75,29.93,snow
359,Khani,GE,41.9563,42.9566,46.4,100,90,6.91,overcast clouds
360,Sterling,US,39.0062,-77.4286,35.01,93,90,5.75,mist
361,Berlevag,NO,70.8578,29.0864,21.2,73,75,19.57,snow
362,Nouadhibou,MR,20.931,-17.0347,75.2,33,0,16.11,clear sky
363,San Rafael,AR,-34.6177,-68.3301,82.4,36,10,16.78,clear sky
364,Kokopo,PG,-4.352,152.2633,79.0,83,48,7.2,scattered clouds
365,Muana,BR,-1.5283,-49.2167,88.47,58,55,4.68,broken clouds
366,Wuxue,CN,29.8506,115.5525,51.93,88,100,2.42,light rain
367,Sola,VU,-13.8833,167.55,81.54,74,4,12.12,clear sky
368,Nezlobnaya,RU,44.1181,43.4028,26.6,80,90,6.71,light snow
369,Kijang,KR,35.2442,129.2139,50.0,34,0,8.05,clear sky
370,Kaitangata,NZ,-46.2817,169.8464,59.0,93,50,1.99,scattered clouds
371,Loikaw,MM,19.6742,97.2094,60.3,82,56,2.42,broken clouds
372,Portales,US,34.1862,-103.3344,43.0,22,1,11.5,clear sky
373,Aguas Formosas,BR,-17.0822,-40.9358,77.11,75,100,4.79,overcast clouds
374,Tefe,BR,-3.3542,-64.7114,82.4,89,40,4.61,light rain
375,Hasaki,JP,35.7333,140.8333,41.0,65,20,6.91,few clouds
376,Tessalit,ML,20.1986,1.0114,78.31,17,96,9.4,overcast clouds
377,Itupiranga,BR,-5.1347,-49.3267,91.4,55,40,4.61,scattered clouds
378,Arawa,PG,-6.2132,155.5367,78.12,83,100,2.17,overcast clouds
379,Bataipora,BR,-22.2953,-53.2711,79.81,65,0,5.12,clear sky
380,Coihaique,CL,-45.5752,-72.0662,62.6,55,20,8.05,few clouds
381,Matara,LK,5.9485,80.5353,77.16,88,36,1.99,scattered clouds
382,Ukiah,US,39.1502,-123.2078,39.0,87,1,1.54,clear sky
383,Huarmey,PE,-10.0681,-78.1522,75.92,61,100,6.55,overcast clouds
384,Lodi,US,38.1302,-121.2725,41.0,87,20,4.5,mist
385,Ostrovnoy,RU,68.0531,39.5131,8.89,87,99,11.41,overcast clouds
386,Teguise,ES,29.0605,-13.564,68.0,56,75,11.5,broken clouds
387,Yamada,JP,39.4667,141.95,27.16,86,0,13.67,clear sky
388,Miranda,CO,3.2499,-76.2281,80.6,65,75,2.3,broken clouds
389,Cururupu,BR,-1.8283,-44.8683,89.55,55,64,7.7,broken clouds
390,Tombouctou,ML,20.0,-3.0,77.5,17,72,14.07,broken clouds
391,Zabid,YE,14.1951,43.3152,76.33,66,55,9.42,broken clouds
392,Rafaela,AR,-31.2503,-61.4867,84.99,34,0,3.0,clear sky
393,Brae,GB,60.3964,-1.353,33.8,60,75,6.91,broken clouds
394,Zhigansk,RU,66.7697,123.3711,-26.81,83,100,14.63,overcast clouds
395,Bayevo,RU,53.2833,80.7667,19.02,92,39,14.72,scattered clouds
396,Teluk Nibung,ID,3.001,99.8164,77.83,83,99,2.86,overcast clouds
397,Sobolevo,RU,54.4299,31.8996,2.82,94,20,8.12,few clouds
398,Mogoytuy,RU,51.2833,114.9167,-7.87,87,77,1.83,broken clouds
399,Tautira,PF,-17.7333,-149.15,75.2,78,40,2.3,light rain
400,Itoman,JP,26.1247,127.6694,62.6,72,20,4.61,few clouds
401,Ixtapa,MX,20.7,-105.2,64.4,82,1,8.05,clear sky
402,Akhisar,TR,38.9185,27.8401,61.77,53,79,5.86,broken clouds
403,Shadrinsk,RU,56.0852,63.6335,-1.41,87,41,14.03,scattered clouds
404,Krasnovishersk,RU,60.4078,57.082,-13.56,87,100,7.54,light snow
405,Port Lincoln,AU,-34.7333,135.8667,59.95,80,16,17.25,few clouds
406,Wuwei,CN,37.9281,102.6414,31.17,72,77,2.86,broken clouds
407,Phuket,TH,8.0,98.25,82.4,78,75,3.44,broken clouds
408,Katsuura,JP,35.1333,140.3,48.2,49,20,21.85,few clouds
409,Malpe,IN,13.35,74.7167,80.6,69,0,5.75,clear sky
410,Elbrus,RU,43.2577,42.6443,32.59,86,100,10.33,snow
411,Acapulco,MX,16.8634,-99.8901,77.0,78,75,5.75,broken clouds
412,Balkhash,KZ,46.844,74.9804,26.6,98,98,7.7,overcast clouds
413,San Borja,BO,-14.8167,-66.85,82.87,82,40,2.35,scattered clouds
414,Mogocha,RU,53.7333,119.7667,-15.12,85,0,2.48,clear sky
415,Lagos,NG,6.5833,3.75,95.0,55,75,10.36,broken clouds
416,Santo Tomas,PH,14.1079,121.1414,80.01,83,20,4.61,few clouds
417,Makat,KZ,47.6469,53.3463,25.41,86,61,16.62,broken clouds
418,Outjo,NA,-20.1167,16.15,91.69,22,56,15.23,broken clouds
419,Maceio,BR,-9.6658,-35.7353,87.8,62,40,10.36,scattered clouds
420,Tulsipur,NP,28.131,82.2973,53.78,60,0,3.53,clear sky
421,Tual,ID,-5.6667,132.75,83.77,79,100,17.25,overcast clouds
422,Chabahar,IR,25.2919,60.643,69.24,53,0,6.87,clear sky
423,Mandiana,GN,10.6333,-8.6833,99.54,10,80,7.31,broken clouds
424,Gurupi,BR,-11.7292,-49.0686,69.87,96,100,8.79,overcast clouds
425,Gweta,BW,-20.1833,25.2333,87.37,43,99,5.41,overcast clouds
426,Griffith,US,41.5284,-87.4237,-2.2,65,1,6.91,clear sky
427,Ati,TD,13.2154,18.3353,90.5,10,62,8.34,broken clouds
428,Lishui,CN,28.4604,119.9103,62.92,76,92,2.89,overcast clouds
429,Chara,RU,56.9064,118.2631,-12.17,75,100,0.49,overcast clouds
430,Srednekolymsk,RU,67.45,153.6833,-7.85,88,100,7.23,overcast clouds
431,Dongsheng,CN,39.8161,109.9776,21.97,75,0,2.08,clear sky
432,Uarini,BR,-2.99,-65.1083,82.4,89,40,4.61,scattered clouds
433,Rocha,UY,-34.4833,-54.3333,78.93,53,12,4.61,few clouds
434,Povolzhskiy,RU,53.5854,49.7629,-2.2,71,0,8.95,clear sky
435,Panara,IN,22.0667,78.55,59.4,32,0,6.53,clear sky
436,Kadaya,RU,50.9327,119.2911,-19.59,87,0,1.41,clear sky
437,Hambantota,LK,6.1241,81.1185,78.8,89,0,10.36,clear sky
438,Roros,NO,62.5747,11.3842,1.4,78,75,3.44,broken clouds
439,Bogotol,RU,56.2078,89.5342,28.62,97,100,10.25,overcast clouds
440,Shitanjing,CN,39.2342,106.3439,29.12,78,89,6.29,overcast clouds
441,San Fernando,PH,15.0286,120.6898,75.2,78,40,3.44,scattered clouds
442,Ondjiva,AO,-17.0667,15.7333,93.2,27,40,9.22,scattered clouds
443,Codajas,BR,-3.8367,-62.0569,86.0,70,66,2.8,broken clouds
444,Port Hedland,AU,-20.3167,118.5667,80.6,69,0,10.36,clear sky
445,Byron Bay,AU,-28.65,153.6167,77.0,78,90,9.22,overcast clouds
446,Vestmanna,FO,62.1564,-7.1664,35.6,80,40,11.5,scattered clouds
447,Bathsheba,BB,13.2167,-59.5167,84.2,58,40,20.71,scattered clouds
448,Maracaibo,VE,10.6317,-71.6406,86.95,50,100,4.27,overcast clouds
449,Zaoyang,CN,32.1272,112.7542,48.83,48,100,11.77,light rain
450,Hualmay,PE,-11.0964,-77.6139,75.34,64,100,6.35,overcast clouds
451,San Cristobal,VE,7.7669,-72.225,84.2,58,20,6.91,few clouds
452,Raudeberg,NO,61.9875,5.1352,28.4,46,0,10.36,clear sky
453,Natitingou,BJ,10.3042,1.3796,95.0,11,77,4.61,broken clouds
454,Bonaventure,CA,48.0457,-65.4926,23.0,50,0,13.8,clear sky
455,Ouegoa,NC,-20.35,164.4333,77.25,73,70,1.59,broken clouds
456,Luanda,AO,-8.8368,13.2343,84.2,65,75,9.22,broken clouds
457,Qasigiannguit,GL,68.8193,-51.1922,23.0,46,0,35.68,mist
458,Mushie,CD,-3.0167,16.9,91.85,46,20,3.56,few clouds
459,Verkhniy Tagil,RU,57.3733,59.9556,-5.1,88,100,14.47,overcast clouds
460,Portland,US,45.5234,-122.6762,42.01,87,90,5.75,overcast clouds
461,Kavaratti,IN,10.5669,72.642,81.7,66,0,7.9,clear sky
462,Almunecar,ES,36.7339,-3.6907,62.01,52,2,10.0,clear sky
463,Terni,IT,42.6833,12.3167,53.01,88,100,1.01,overcast clouds
464,Taksimo,RU,56.3444,114.8794,-7.2,85,100,0.89,overcast clouds
465,Ozernovskiy,RU,51.5,156.5167,22.15,94,100,22.79,light snow
466,Snasa,NO,64.2457,12.3778,5.0,85,20,11.5,few clouds
467,Doembang Nangbuat,TH,14.8333,100.1,84.0,65,1,6.26,clear sky
468,Hirtshals,DK,57.5881,9.9592,27.0,74,75,18.41,broken clouds
469,Inuvik,CA,68.3499,-133.7218,-14.8,76,100,9.22,overcast clouds
470,Soni,TZ,-4.85,38.3667,69.24,93,100,1.74,light rain
471,Melfort,CA,52.8667,-104.6177,-36.4,67,3,6.91,clear sky
472,Cooma,AU,-36.2333,149.1333,51.8,87,90,5.75,overcast clouds
473,Karasjok,NO,69.4719,25.5112,23.0,74,75,21.85,broken clouds
474,Takapau,NZ,-40.0333,176.35,53.01,90,21,1.88,few clouds
475,Ancud,CL,-41.8697,-73.8203,75.2,41,0,4.61,clear sky
476,Kholodnyy,RU,62.7167,147.95,-1.3,84,100,7.02,overcast clouds
477,Nogales,MX,31.3086,-110.9422,48.99,56,1,3.83,clear sky
478,Half Moon Bay,US,37.4636,-122.4286,44.6,100,75,6.15,broken clouds
479,Vrangel,RU,42.7297,133.0839,11.16,87,2,12.66,clear sky
480,Gryazi,RU,52.4966,39.9359,-2.63,90,50,9.91,scattered clouds
481,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,86.43,64,100,4.5,overcast clouds
482,Andapa,MG,-14.65,49.65,73.81,88,100,2.26,light rain
483,Atar,MR,20.5169,-13.0499,76.89,19,0,19.44,clear sky
484,Rocky Mountain House,CA,52.3668,-114.9188,-38.2,74,18,3.44,few clouds
485,Hua Hin,TH,12.5707,99.9588,81.0,89,0,7.63,clear sky
486,Linhares,BR,-19.3911,-40.0722,81.54,78,100,4.18,heavy intensity rain
487,Norman Wells,CA,65.282,-126.8329,-22.0,76,75,2.3,broken clouds
488,Chumikan,RU,54.7183,135.315,-7.58,84,99,24.72,overcast clouds
489,Guerrero Negro,MX,27.9769,-114.0611,57.38,52,0,2.68,clear sky
490,Kamphaeng Phet,TH,16.25,99.5,82.11,38,70,3.67,broken clouds
491,Belaya Gora,RU,68.5333,146.4167,-29.33,82,32,4.9,scattered clouds
492,Catemaco,MX,18.4167,-95.1167,77.0,78,75,11.5,broken clouds
493,Jinchang,CN,38.4953,102.1739,31.53,74,100,0.94,overcast clouds
494,Westport,US,41.1415,-73.3579,33.01,74,90,12.66,snow
495,Grand Gaube,MU,-20.0064,57.6608,82.0,75,71,5.99,broken clouds
496,Brigantine,US,39.4101,-74.3646,41.0,93,90,12.66,moderate rain
497,Gryfice,PL,53.9165,15.2003,21.99,53,0,12.66,clear sky
498,Nanzhang,CN,31.7765,111.8386,50.11,47,100,8.19,overcast clouds
499,Pueblo Bello,CO,8.2041,-76.526,81.99,76,97,3.76,overcast clouds
500,Areosa,PT,41.7178,-8.8571,52.0,81,90,17.27,overcast clouds
501,Alice Springs,AU,-23.7,133.8833,79.0,31,52,6.91,broken clouds
502,College,US,64.8569,-147.8028,-13.0,76,75,5.75,light snow
503,Pozo Colorado,PY,-23.4923,-58.7972,88.36,33,0,3.78,clear sky
504,Cody,US,44.5263,-109.0565,-2.99,77,90,12.66,light snow
505,Chippewa Falls,US,44.9369,-91.3929,-14.8,64,1,8.05,clear sky
506,Miri,MY,4.4148,114.0089,78.8,94,40,6.91,light rain
507,Isangel,VU,-19.55,169.2667,77.88,78,29,3.44,scattered clouds
508,Waingapu,ID,-9.6567,120.2641,78.78,81,93,5.1,overcast clouds
509,Varlamovo,RU,53.1897,48.4226,-5.21,88,99,10.96,overcast clouds
510,Oktyabrskoye,RU,43.0645,44.7417,28.4,93,90,8.95,overcast clouds
511,Gardabani,GE,41.4605,45.0928,50.0,62,40,21.85,scattered clouds
512,Khandyga,RU,62.6667,135.6,-33.47,82,38,3.02,scattered clouds
513,Banff,CA,51.1762,-115.5698,-22.0,76,100,2.3,overcast clouds
514,Ginda,IN,30.6945,78.4932,47.89,47,0,5.61,clear sky
515,Camacupa,AO,-12.0167,17.4833,72.68,84,100,6.4,light rain
516,La Macarena,CO,2.1837,-73.7849,85.21,65,73,3.22,broken clouds
517,Plainview,US,40.7765,-73.4673,35.01,80,90,8.05,moderate rain
518,Bambanglipuro,ID,-7.95,110.2833,76.87,91,100,4.81,moderate rain
519,Baillif,GP,16.0202,-61.7463,82.4,54,20,17.27,few clouds
520,Vydrino,RU,51.485,104.8461,15.26,89,43,3.15,scattered clouds
521,Te Anau,NZ,-45.4167,167.7167,53.2,84,100,3.04,overcast clouds
522,Nemuro,JP,43.3236,145.575,17.26,89,97,10.63,overcast clouds
523,Camana,PE,-16.6228,-72.7111,77.32,65,89,10.09,overcast clouds
524,Boende,CD,-0.2167,20.8667,90.57,46,85,1.9,overcast clouds
525,Marsala,IT,37.7966,12.4352,60.8,100,40,4.61,scattered clouds
526,Quime,BO,-16.9833,-67.2167,60.53,58,95,7.0,overcast clouds
527,Chanute,US,37.6792,-95.4572,14.0,79,90,10.36,light snow
528,Nhamunda,BR,-2.1861,-56.7131,86.11,71,80,4.12,moderate rain
529,Maues,BR,-3.3836,-57.7186,87.48,62,100,3.53,overcast clouds
530,Samur,RU,41.8253,48.486,42.22,78,91,11.3,overcast clouds
531,Corn Island,NI,12.1694,-83.0418,79.86,73,46,14.36,scattered clouds
532,Mustasaari,FI,63.1142,21.6822,25.0,86,75,8.05,broken clouds
533,Nova Serrana,BR,-19.8761,-44.9836,72.09,89,93,2.77,overcast clouds
534,Rovaniemi,FI,66.5,25.7167,14.0,92,0,8.05,clear sky
535,Young,UY,-32.6833,-57.6333,88.0,43,0,1.99,clear sky
536,Karlshamn,SE,56.1706,14.8619,27.0,74,0,12.66,clear sky
537,Trincomalee,LK,8.5711,81.2335,79.5,83,82,16.84,broken clouds
538,Abapo,BO,-18.8333,-63.4667,85.64,35,29,4.94,scattered clouds
539,Pacific Grove,US,36.6177,-121.9166,41.0,93,1,3.44,clear sky
540,Saint-Louis,SN,16.3333,-15.0,86.49,13,0,17.69,clear sky
541,Seoul,KR,37.5683,126.9778,30.2,59,0,4.61,clear sky
542,Riverton,US,40.5219,-111.9391,32.0,74,1,4.61,clear sky
543,Smithers,CA,54.7804,-127.1743,6.8,92,75,1.01,broken clouds
544,Ulladulla,AU,-35.35,150.4667,66.99,77,90,12.66,overcast clouds
545,Puerto Narino,CO,-3.7703,-70.3831,87.8,70,75,3.44,broken clouds
546,Shingu,JP,33.7333,135.9833,43.23,79,0,5.95,clear sky
547,Fremont,US,37.5483,-121.9886,45.0,87,1,2.01,clear sky
548,Ust-Nera,RU,64.5667,143.2,-14.84,77,99,4.07,overcast clouds
549,Adrar,MR,20.5022,-10.0711,72.48,21,0,17.83,clear sky
550,Krasnopillya,UA,50.7746,35.2597,3.34,93,67,5.68,broken clouds
551,Bitung,ID,1.4451,125.1824,77.0,94,40,2.3,scattered clouds
552,Asau,RO,46.4333,26.4,28.99,74,100,3.29,overcast clouds
553,Narsaq,GL,60.9167,-46.05,39.2,30,40,46.04,scattered clouds
554,Coahuayana,MX,18.7333,-103.6833,68.0,73,1,1.41,clear sky
555,Athmallik,IN,20.7219,84.5348,64.96,33,0,0.47,clear sky
556,Korla,CN,41.7597,86.1469,34.34,71,96,9.17,overcast clouds
557,Springbok,ZA,-29.6643,17.8865,82.6,31,0,21.39,clear sky
558,Oksovskiy,RU,62.6062,39.8984,-11.85,89,93,6.04,overcast clouds
559,Zhuhai,CN,22.2769,113.5678,72.0,94,0,4.61,clear sky
560,Aklavik,CA,68.2191,-135.0107,-14.8,76,99,9.22,overcast clouds
561,Teofilo Otoni,BR,-17.8575,-41.5053,75.34,79,100,5.28,overcast clouds
562,Naze,JP,28.3667,129.4833,58.08,64,0,8.77,clear sky
563,Juneau,US,58.3019,-134.4197,10.99,85,1,5.66,clear sky
564,Tyazhinskiy,RU,56.116,88.524,31.66,95,100,11.81,overcast clouds
565,Port Pirie,AU,-33.1833,138.0167,64.4,72,0,11.5,clear sky
566,Upata,VE,8.0086,-62.3989,82.0,74,100,1.99,overcast clouds
567,The Pas,CA,53.8251,-101.2541,-36.4,67,1,11.5,clear sky
568,Felanitx,ES,39.4696,3.1483,59.0,54,40,10.36,scattered clouds
569,Cockburn Town,TC,21.4612,-71.1419,77.9,81,3,21.52,clear sky
570,Isetskoye,RU,56.4858,65.3226,0.82,87,99,17.65,overcast clouds
571,Bulolo,PG,-7.2,146.65,73.18,77,94,1.81,overcast clouds
572,Baijiantan,CN,45.6333,85.1833,23.04,94,100,2.68,overcast clouds
573,Romny,UA,50.751,33.4747,4.71,93,100,3.76,overcast clouds
574,Valleyview,CA,55.0667,-117.2859,-41.8,66,4,9.22,clear sky
575,Japura,ID,-0.3167,102.35,77.32,79,100,2.15,overcast clouds
576,Jacqueville,CI,5.2052,-4.4146,86.0,79,20,13.8,few clouds
577,Florida,US,28.7505,-82.5001,69.01,88,90,10.36,overcast clouds
578,Ribeira Grande,PT,38.5167,-28.7,62.6,67,40,19.57,scattered clouds
579,Saint-Georges,GD,12.0564,-61.7485,84.2,61,20,17.27,few clouds
580,Jaisalmer,IN,26.9147,70.9181,62.89,26,0,0.85,clear sky
581,Jutai,BR,-5.1833,-68.9,82.2,88,80,2.13,broken clouds
582,Kimbe,PG,-5.5502,150.1429,77.5,84,42,2.28,scattered clouds
583,Seydi,TM,39.4816,62.9137,55.99,54,95,6.89,overcast clouds
584,Vinh,VN,18.6667,105.6667,67.77,93,82,1.7,broken clouds
585,Kassala,SD,15.451,36.4,83.37,15,0,9.91,clear sky
586,Kaeo,NZ,-35.1,173.7833,59.0,89,60,6.04,broken clouds
587,Camacha,PT,33.0833,-16.3333,62.6,77,40,13.8,scattered clouds
588,Beroroha,MG,-21.6667,45.1667,82.47,73,67,7.96,moderate rain
589,Scarborough,GB,54.2797,-0.4044,34.0,72,100,8.99,overcast clouds
590,Kushmurun,KZ,52.4503,64.6311,10.11,92,93,17.25,overcast clouds
591,Payo,ID,-3.7508,103.6372,73.63,94,100,1.63,overcast clouds
592,Karratha,AU,-20.7377,116.8463,79.65,66,4,10.89,clear sky
593,Gravdal,NO,68.1214,13.5031,32.0,80,40,4.61,scattered clouds
594,Ternate,ID,0.8,127.4,81.39,80,96,5.08,overcast clouds
595,Alyangula,AU,-13.8483,136.4192,80.6,89,75,11.5,broken clouds
596,San Andres,CO,12.5847,-81.7006,84.2,65,20,9.22,few clouds
597,Bubaque,GW,11.2833,-15.8333,80.28,51,1,10.54,clear sky
598,Kinna,SE,57.5073,12.6946,27.0,73,20,12.66,few clouds
599,Houma,US,29.5958,-90.7195,51.8,76,90,12.66,overcast clouds
600,Fergus Falls,US,46.283,-96.0776,-18.4,76,1,5.75,clear sky
601,Tepalcatepec,MX,19.1833,-102.85,74.34,47,0,1.12,clear sky
602,Dondo,MZ,-19.6094,34.7431,86.0,84,40,5.75,light rain
603,Lahaina,US,20.8783,-156.6825,64.0,77,40,3.44,scattered clouds
604,Longyan,CN,25.1072,117.0225,59.67,68,0,1.57,clear sky
605,Bowen,AU,-20.0167,148.2333,78.8,94,100,6.91,overcast clouds
606,Paredon,MX,16.0333,-93.8667,82.33,39,0,8.05,clear sky
607,Basirpur,PK,30.5832,73.829,60.84,33,0,2.19,clear sky
608,Yasothon,TH,15.75,104.1333,79.0,73,51,3.24,broken clouds
609,Basqal,AZ,40.7552,48.391,57.2,41,90,27.63,overcast clouds
610,Beyneu,KZ,45.3167,55.2,33.48,94,100,14.23,light snow
611,Mirnyy,RU,62.5353,113.9611,2.73,94,100,7.67,light snow
612,Beringovskiy,RU,63.05,179.3167,-5.89,89,99,13.44,overcast clouds
613,Mata,PT,40.683,-7.4592,46.99,87,100,7.0,overcast clouds
614,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.0,86,75,6.71,light snow
615,Moa,CU,20.6569,-74.9403,82.63,69,45,6.38,scattered clouds
616,Bud,US,39.447,-86.1758,6.01,66,1,4.61,clear sky
617,Vermillion,US,42.7794,-96.9292,0.0,65,90,8.05,overcast clouds
618,Akyab,MM,20.15,92.9,74.89,48,0,15.86,clear sky
619,San Quintin,MX,30.4833,-115.95,56.34,71,0,2.8,clear sky
620,Belmonte,BR,-15.8631,-38.8828,84.2,61,75,18.41,broken clouds
621,San Vicente,AR,-26.6167,-54.1333,85.6,31,0,4.0,clear sky
622,Gunjur,GM,13.2019,-16.7339,83.88,26,28,13.85,scattered clouds
623,Viedma,AR,-40.8135,-62.9967,64.0,70,53,19.93,broken clouds
624,Sehithwa,BW,-20.4667,22.7167,75.24,80,100,8.68,moderate rain
625,Susanville,US,40.4163,-120.653,26.6,74,1,4.61,clear sky
626,Machali,CL,-34.1833,-70.6667,71.6,60,90,4.21,mist
627,San Juan Del Sur,NI,11.2529,-85.8705,80.6,78,20,6.91,few clouds
628,Goundam,ML,16.4145,-3.6708,83.25,15,100,16.26,overcast clouds
629,Vao,NC,-22.6667,167.4833,77.16,87,15,8.34,few clouds
630,Susuman,RU,62.7833,148.1667,-2.27,86,100,5.75,overcast clouds
631,Chengde,CN,40.9725,117.9361,19.45,75,0,2.73,clear sky
632,Kutum,SD,14.2,24.6667,76.69,15,18,15.86,few clouds
633,Ayolas,PY,-27.4,-56.9,81.99,46,0,5.79,clear sky
634,Coolum Beach,AU,-26.5333,153.1,77.0,97,100,3.6,overcast clouds
635,Negara,ID,-8.3151,114.6025,76.64,91,100,3.4,light rain
636,Hoquiam,US,46.9809,-123.8893,44.6,76,90,11.5,overcast clouds
637,Zilair,RU,52.2332,57.4392,1.18,92,100,12.84,light snow
638,Maragogi,BR,-9.0122,-35.2225,85.33,63,84,11.27,broken clouds
639,Nishihara,JP,26.1842,127.7558,62.6,63,20,6.78,few clouds
640,Mogadishu,SO,2.0371,45.3438,82.4,61,20,19.57,few clouds
641,George Town,MY,5.4112,100.3354,84.2,74,20,3.44,few clouds
642,Churachandpur,IN,24.3333,93.6667,49.44,75,16,0.74,few clouds
643,Berdigestyakh,RU,62.0989,126.6992,-30.75,83,7,5.61,clear sky
644,Ivybridge,GB,50.3904,-3.9191,41.0,64,21,7.0,few clouds
645,Hirara,JP,24.8,125.2833,68.81,74,100,12.41,overcast clouds
646,Kaniama,CD,-7.5667,24.1833,76.86,84,57,5.88,light rain
647,Besenyszog,HU,47.3,20.2667,37.4,93,90,11.5,mist
648,Barstow,US,34.8986,-117.0228,41.0,42,1,9.22,clear sky
649,Elizabeth City,US,36.2946,-76.2511,46.4,87,90,11.5,overcast clouds
650,Solnechnyy,RU,50.7214,136.6319,-1.61,89,92,5.03,overcast clouds
651,Udachnyy,RU,66.4167,112.4,-23.87,84,100,7.27,overcast clouds
652,San Carlos Del Zulia,VE,9.0,-71.9135,84.87,61,63,3.18,broken clouds
653,Puerto Baquerizo Moreno,EC,-0.9,-89.6,80.6,89,20,14.97,light rain
654,Druskininkai,LT,54.0167,23.9667,3.0,85,43,4.47,scattered clouds
655,Muriwai Beach,NZ,-36.8167,174.45,63.0,86,9,1.01,clear sky
656,Binga,ZW,-17.6203,27.3414,82.09,69,83,6.26,broken clouds
657,Broome,US,42.2506,-75.833,28.0,86,90,11.5,snow
658,Bocaiuva,BR,-17.1078,-43.815,75.33,78,100,9.37,overcast clouds
659,Sokolovyy,RU,51.5686,45.8331,3.0,54,98,5.01,overcast clouds
660,Kandrian,PG,-6.2167,149.55,80.02,81,97,10.09,overcast clouds
661,El Rosario,MX,24.2556,-107.1828,55.4,88,40,1.28,scattered clouds
662,Yenotayevka,RU,47.2456,47.0281,25.0,94,2,1.01,clear sky
663,Coos Bay,US,43.3665,-124.2179,44.6,93,90,6.91,mist
664,Ambovombe,MG,-25.1667,46.0833,79.95,82,28,11.54,light rain
665,Puerto Colombia,CO,10.9878,-74.9547,87.8,66,0,3.44,clear sky
666,Doha,QA,25.2867,51.5333,75.2,68,40,16.11,scattered clouds
667,Robinson,US,31.4677,-97.1147,42.01,87,1,6.91,clear sky
668,Macedo De Cavaleiros,PT,41.5382,-6.9611,37.99,99,100,5.91,overcast clouds
669,Ahuimanu,US,21.4447,-157.8378,66.2,77,90,4.61,overcast clouds
670,Seoni,IN,22.0833,79.5333,60.69,30,0,7.47,clear sky
671,Yerkoy,TR,39.6381,34.4672,56.89,43,57,7.65,broken clouds
672,Lugo,ES,43.0,-7.5,46.0,88,100,1.99,overcast clouds
673,Tulare,US,36.2666,-118.8009,43.0,87,1,5.75,clear sky
674,Lantawan,PH,10.6167,123.9833,78.8,89,90,5.75,overcast clouds
675,Bobon,PH,12.5246,124.5636,77.9,89,100,14.72,light rain
676,Fairbanks,US,64.8378,-147.7164,-13.0,83,1,4.61,clear sky
677,Constitucion,CL,-35.3333,-72.4167,64.62,73,98,2.66,overcast clouds
678,Dunhua,CN,43.3725,128.2425,-2.67,90,27,8.01,scattered clouds
679,Bafq,IR,31.6128,55.4107,66.07,28,11,19.37,few clouds
680,Camopi,GF,3.1655,-52.3158,76.39,96,100,2.28,overcast clouds
681,Hay River,CA,60.8156,-115.7999,-41.8,66,34,4.61,scattered clouds
682,Alofi,NU,-19.0595,-169.9187,77.0,94,76,4.61,broken clouds
683,Shiyan,CN,32.6475,110.7781,39.99,49,100,10.69,overcast clouds
684,Konstantinovka,RU,49.6167,127.9833,-13.79,87,8,6.33,clear sky
685,Changji,CN,44.0167,87.3167,15.8,79,100,2.24,mist
686,Chunhuhub,MX,19.55,-88.6833,74.08,92,100,2.39,overcast clouds
687,Mpongwe,ZM,-13.5091,28.155,74.62,90,97,2.68,moderate rain
688,Wewak,PG,-3.5534,143.6268,79.77,79,96,6.49,overcast clouds
689,Ouadda,CF,8.0777,22.4007,91.85,10,51,8.1,broken clouds
690,Bandarbeyla,SO,9.4942,50.8122,77.09,74,0,15.28,clear sky
691,Kelvington,CA,52.1667,-103.5343,-31.0,68,30,2.3,scattered clouds
692,Waipawa,NZ,-41.4122,175.5153,64.4,82,90,12.66,overcast clouds
693,Kieta,PG,-6.2167,155.6333,79.48,81,100,4.34,overcast clouds
694,Laguna,US,38.421,-121.4238,43.0,87,1,5.41,mist
695,Pringsewu,ID,-5.3582,104.9744,74.82,91,100,2.89,moderate rain
696,Hirado,JP,33.3597,129.5531,48.0,93,0,5.01,clear sky
697,Aguada,PR,18.3794,-67.1882,84.0,57,20,12.66,few clouds
698,Vagur,FO,61.4732,-6.8119,36.86,78,99,17.45,overcast clouds
